"","value","Estimate","Std. Error","df","t value","Pr(>|t|)","feature","metadata","qval","p_bh"
"4253","benzonase",-0.038064506467121,0.129915899024785,76.6987689061142,-0.29299344231809,0.770318405778642,"vSGB58537","benzonase",0.999157110299402,0.999157110299402
"4254","host_zero",0.113232491594125,0.129915899024785,76.6987688852211,0.871583019815942,0.386156014024231,"vSGB58537","host_zero",0.999157110299402,0.999157110299402
"4255","molysis",-0.18350995999977,0.129907508054588,76.5508601243079,-1.41262012294668,0.161820254593698,"vSGB58537","molysis",0.863203017298078,0.863203017298078
"4256","qiaamp",-0.093561363963772,0.129875137877181,75.9928837578971,-0.720394722908785,0.473492131571478,"vSGB58537","qiaamp",0.999157110299402,0.999157110299402
"4257","Nasal",-0.0350093358042865,0.150856813625802,19.3636325977051,-0.232069967294462,0.818918681301343,"vSGB59466","sample_type",0.999157110299402,0.999157110299402
"4258","Sputum",-0.0231114322492448,0.166192832087997,16.2088993682206,-0.139063953353943,0.891112786797946,"vSGB59466","sample_type",0.999157110299402,0.999157110299402
"4259","lypma",0.00556597889776655,0.143249249794827,74.0893595651021,0.0388552045175706,0.969110340355063,"vSGB59466","lypma",0.999157110299402,0.999157110299402
"4260","benzonase",-0.0348695320540031,0.143541122878782,74.635939367602,-0.242923639962394,0.808730923349892,"vSGB59466","benzonase",0.999157110299402,0.999157110299402
"4261","host_zero",0.115963421426873,0.143541122878782,74.6359393672313,0.807875952905862,0.421729406412161,"vSGB59466","host_zero",0.999157110299402,0.999157110299402
"4262","molysis",0.0189841353172073,0.143460627906839,74.4775349069847,0.132329933265978,0.895080193266574,"vSGB59466","molysis",0.999157110299402,0.999157110299402
"4263","qiaamp",-0.0958412505331488,0.14319877933671,74.0245856517588,-0.66928818092641,0.505393822937825,"vSGB59466","qiaamp",0.999157110299402,0.999157110299402
"4264","Nasal",-0.0295712382444608,0.276838531653232,18.5945863776079,-0.106817638671418,0.916077694429736,"vSGB20121","sample_type",0.999157110299402,0.999157110299402
"4265","Sputum",0.185700302557113,0.310964951841893,16.7265251445316,0.597174380769221,0.558388966755143,"vSGB20121","sample_type",0.999157110299402,0.999157110299402
"4266","lypma",-0.00546061354466452,0.202767026883389,72.6368778757175,-0.0269304809001559,0.978589034242043,"vSGB20121","lypma",0.999157110299402,0.999157110299402
"4267","benzonase",-0.0538689564622608,0.203399754622156,73.0702907781024,-0.264842779984323,0.791876241116919,"vSGB20121","benzonase",0.999157110299402,0.999157110299402
"4268","host_zero",0.123397589457221,0.203399754622156,73.0702907775597,0.606675212988579,0.5459468556766,"vSGB20121","host_zero",0.999157110299402,0.999157110299402
"4269","molysis",0.126581964214343,0.203221102902228,72.9422923912024,0.622878049605129,0.535307282676258,"vSGB20121","molysis",0.999157110299402,0.999157110299402
"4270","qiaamp",0.176707398057951,0.202673869779977,72.6006985980752,0.8718805154793,0.386147820556418,"vSGB20121","qiaamp",0.999157110299402,0.999157110299402
"4271","Nasal",-0.0410435155439685,0.0970319832533933,21.0628427035113,-0.422989556307283,0.676590291163534,"vSGB13905","sample_type",0.999157110299402,0.999157110299402
"4272","Sputum",-0.118317684827137,0.101854908463994,14.7621114148369,-1.16162968099827,0.263824443100104,"vSGB13905","sample_type",0.999157110299402,0.999157110299402
"4273","lypma",0.00938538436459783,0.12858900069581,76.1086992775368,0.0729874585991995,0.942007574461521,"vSGB13905","lypma",0.999157110299402,0.999157110299402
"4274","benzonase",-0.037877899060579,0.128622578974521,76.6843557893858,-0.29448872322862,0.769180200988051,"vSGB13905","benzonase",0.999157110299402,0.999157110299402
"4275","host_zero",0.11090601063954,0.128622578974521,76.6843557815793,0.862259266792572,0.391233368367635,"vSGB13905","host_zero",0.999157110299402,0.999157110299402
"4276","molysis",-0.183324031226397,0.128614022501987,76.5361314974953,-1.42538136713332,0.158112589613174,"vSGB13905","molysis",0.856835189993597,0.856835189993597
"4277","qiaamp",-0.0933655371410519,0.128581046993626,75.9780297190327,-0.726122078829238,0.469994931440725,"vSGB13905","qiaamp",0.999157110299402,0.999157110299402
"4278","Nasal",-0.0426172927784932,0.0676692519459698,19.8044715497746,-0.629788146801456,0.536032183282327,"vSGB70578","sample_type",0.999157110299402,0.999157110299402
"4279","Sputum",-0.168110475959781,0.0723201528072318,14.7928637507449,-2.32453153698218,0.0347606598945502,"vSGB70578","sample_type",0.511748626183951,0.511748626183951
"4280","lypma",0.0179170841759305,0.0814223138988712,75.1514704092804,0.220051277321645,0.826427880605968,"vSGB70578","lypma",0.999157110299402,0.999157110299402
"4281","benzonase",-0.030520666553227,0.0814877418878707,75.7579276384618,-0.374543039801303,0.709046724213072,"vSGB70578","benzonase",0.999157110299402,0.999157110299402
"4282","host_zero",0.0241388226132093,0.0814877418878707,75.7579276357942,0.296226426870743,0.767867703789448,"vSGB70578","host_zero",0.999157110299402,0.999157110299402
"4283","molysis",-0.175889782329724,0.0814705282623497,75.5929474054168,-2.15893754565243,0.034028078949767,"vSGB70578","molysis",0.506771796069283,0.506771796069283
"4284","qiaamp",-0.0847568209403983,0.0814083557192437,75.0401269357985,-1.04113171420269,0.301157246512889,"vSGB70578","qiaamp",0.999157110299402,0.999157110299402
"4285","Nasal",-0.0419173815797343,0.0792955416038297,20.4321034157846,-0.528622173856366,0.602763129818422,"vSGB23815","sample_type",0.999157110299402,0.999157110299402
"4286","Sputum",-0.147079159970214,0.0839243220779345,14.7390077299435,-1.75252127546091,0.100453641681135,"vSGB23815","sample_type",0.766288010169404,0.766288010169404
"4287","lypma",0.0140008808862726,0.100813671668333,75.6678316075864,0.138878791483106,0.889914885821838,"vSGB23815","lypma",0.999157110299402,0.999157110299402
"4288","benzonase",-0.0336847856511704,0.100863608950527,76.2610095925833,-0.333963715969083,0.739323562985345,"vSGB23815","benzonase",0.999157110299402,0.999157110299402
"4289","host_zero",0.0604532837008272,0.100863608950527,76.2610095888328,0.599356738568408,0.550711537462236,"vSGB23815","host_zero",0.999157110299402,0.999157110299402
"4290","molysis",-0.179121572329099,0.100850692504995,76.1041336084711,-1.77610651825943,0.0797123759744237,"vSGB23815","molysis",0.72616064522955,0.72616064522955
"4291","qiaamp",-0.0887406951314881,0.100802378321206,75.5452106345259,-0.880343267781998,0.381465415935735,"vSGB23815","qiaamp",0.999157110299402,0.999157110299402
"4292","Nasal",-0.0342898265733541,0.162123759450697,19.3770846546738,-0.211504018223694,0.834702642551407,"vSGB28542","sample_type",0.999157110299402,0.999157110299402
"4293","Sputum",-0.00560180448346905,0.178609217843904,16.2220804741934,-0.0313634679726596,0.975362319222281,"vSGB28542","sample_type",0.999157110299402,0.999157110299402
"4294","lypma",0.0031121754448351,0.153912215895212,74.0977346516473,0.0202204576597997,0.983921859561784,"vSGB28542","lypma",0.999157110299402,0.999157110299402
"4295","benzonase",-0.0361988068753458,0.154225985779102,74.6438557318357,-0.234712760579747,0.815074340900761,"vSGB28542","benzonase",0.999157110299402,0.999157110299402
"4296","host_zero",0.0881053094711588,0.154225985779102,74.6438557329966,0.571274088643869,0.56952998895877,"vSGB28542","host_zero",0.999157110299402,0.999157110299402
"4297","molysis",0.0798583045559646,0.154139449257161,74.4855796984662,0.518091279946977,0.605930129091154,"vSGB28542","molysis",0.999157110299402,0.999157110299402
"4298","qiaamp",-0.0974599857934585,0.153857968543418,74.0330388433802,-0.633441262198623,0.528397617894584,"vSGB28542","qiaamp",0.999157110299402,0.999157110299402
"4299","Nasal",-0.0362588385313852,0.135346305122211,19.2311887118267,-0.267896774120619,0.791631088105661,"vSGB62133","sample_type",0.999157110299402,0.999157110299402
"4300","Sputum",-0.0470288238950395,0.149411243812431,16.2178277970881,-0.314760942316221,0.756956602871634,"vSGB62133","sample_type",0.999157110299402,0.999157110299402
"4301","lypma",0.0083236537584987,0.125787017579165,73.9219832468197,0.066172598084378,0.947419053785659,"vSGB62133","lypma",0.999157110299402,0.999157110299402
"4302","benzonase",-0.0333961688686371,0.126056090877467,74.4624709986379,-0.26493102107299,0.791794605013459,"vSGB62133","benzonase",0.999157110299402,0.999157110299402
"4303","host_zero",0.0646231734172612,0.126056090877467,74.4624710028282,0.512654112684473,0.609710741044054,"vSGB62133","host_zero",0.999157110299402,0.999157110299402
"4304","molysis",0.0267882074299485,0.125981677750617,74.3053789540439,0.212635741230373,0.8321933498459,"vSGB62133","molysis",0.999157110299402,0.999157110299402
"4305","qiaamp",-0.0925369698636913,0.125741224120056,73.8600787325732,-0.735931835492062,0.464102986330669,"vSGB62133","qiaamp",0.999157110299402,0.999157110299402
"4306","Nasal",-0.0357383314893171,0.141573711494612,19.2712411229088,-0.252436212288445,0.803376782259708,"vSGB80514","sample_type",0.999157110299402,0.999157110299402
"4307","Sputum",-0.0372719122814563,0.156206028966335,16.2218431230603,-0.238607386207154,0.814398178819299,"vSGB80514","sample_type",0.999157110299402,0.999157110299402
"4308","lypma",0.00720807852017507,0.132294069888292,73.9690884269944,0.0544852730455834,0.956695435315826,"vSGB80514","lypma",0.999157110299402,0.999157110299402
"4309","benzonase",-0.0339220207625494,0.132573679109194,74.5109932682155,-0.25587296807694,0.79875399723521,"vSGB80514","benzonase",0.999157110299402,0.999157110299402
"4310","host_zero",0.0822837623736515,0.132573679109194,74.5109932679606,0.620664395274709,0.536714376626005,"vSGB80514","host_zero",0.999157110299402,0.999157110299402
"4311","molysis",0.0272074335078577,0.132496405214425,74.3536001624231,0.205344691909389,0.83786397649811,"vSGB80514","molysis",0.999157110299402,0.999157110299402
"4312","qiaamp",-0.093806416727442,0.132246293169951,73.9064878534252,-0.709331161417812,0.480350805792959,"vSGB80514","qiaamp",0.999157110299402,0.999157110299402
"4313","Nasal",-0.0415700378313696,0.0860263382097775,20.7084161673754,-0.483224541418931,0.634006007888778,"vSGB55726","sample_type",0.999157110299402,0.999157110299402
"4314","Sputum",-0.135837890360256,0.0907043074063808,14.7403188470579,-1.49759029360826,0.155345774903548,"vSGB55726","sample_type",0.852742084887209,0.852742084887209
"4315","lypma",0.0121146371479327,0.111535080775698,75.8688775527936,0.108617280443772,0.913792810759055,"vSGB55726","lypma",0.999157110299402,0.999157110299402
"4316","benzonase",-0.0353489879611726,0.11157800542444,76.4546835657725,-0.316809642067948,0.752251500355878,"vSGB55726","benzonase",0.999157110299402,0.999157110299402
"4317","host_zero",0.0800693683683531,0.11157800542444,76.4546835692073,0.717608887735274,0.475185419726919,"vSGB55726","host_zero",0.999157110299402,0.999157110299402
"4318","molysis",-0.180796470639878,0.111566978114615,76.3016001271662,-1.62051956318242,0.109246493237478,"vSGB55726","molysis",0.789327515934515,0.789327515934515
"4319","qiaamp",-0.0906376348706047,0.111525161189078,75.7423673930665,-0.812710189379949,0.418931423427118,"vSGB55726","qiaamp",0.999157110299402,0.999157110299402
"4320","Nasal",-0.0415044900464853,0.0873505276181815,20.75686444363,-0.475148704629534,0.639642617532888,"vSGB78966","sample_type",0.999157110299402,0.999157110299402
"4321","Sputum",-0.133680685960838,0.0920421453899078,14.7419918808382,-1.45238559351851,0.167345695498366,"vSGB78966","sample_type",0.878654637086791,0.878654637086791
"4322","lypma",0.0117659961954012,0.113614388036937,75.9027821045336,0.103560793652086,0.917791044828276,"vSGB78966","lypma",0.999157110299402,0.999157110299402
"4323","benzonase",-0.0356647519555671,0.113656062858736,76.4872382131939,-0.313795419782358,0.754530634835024,"vSGB78966","benzonase",0.999157110299402,0.999157110299402
"4324","host_zero",0.0838496636543522,0.113656062858736,76.4872382088974,0.737749149014336,0.462924298034966,"vSGB78966","host_zero",0.999157110299402,0.999157110299402
"4325","molysis",-0.181113038769953,0.11364536893674,76.3348219337521,-1.59366844830051,0.115142864085195,"vSGB78966","molysis",0.797310021118238,0.797310021118238
"4326","qiaamp",-0.0909870799588167,0.113604722846046,75.7756503416384,-0.800909307988187,0.425688287663381,"vSGB78966","qiaamp",0.999157110299402,0.999157110299402
